url,beds,city,date,size,type,baths,price,neighborhood
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ramanayapeta-kakinada-2628-sq-ft-spid-L79139157,4,Kakinada,2025-01-19,2628 sqft,Flat,4,18000000.0,Ramanayapeta
https://www.99acres.com/residential-land-plot-for-sale-in-nadakuduru-kakinada-15-sq-yard-spid-L80364535,0,Kakinada,2025-02-19,133 sqft,Land,0,1064000.0,Nadakuduru
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-suresh-nagar-kakinada-1080-sq-ft-spid-R80352773,2,Kakinada,2025-02-19,1080 sqft,House,2,5000000.0,Suresh Nagar
https://www.99acres.com/residential-land-plot-for-sale-in-budheshwar-lucknow-111-sq-yard-r1-spid-R78689421,0,Lucknow,2025-02-19,1000 sqft,Residential land / Plot,0,1099000.0,Budheshwar
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sultanpur-road-lucknow-1489-sq-ft-r1-spid-J78635815,3,Lucknow,2025-02-19,1489 sqft,3 BHK Flat,3,6105000.0,Sultanpur Road
https://www.99acres.com/rishita-mulberry-heights-sushant-golf-city-lucknow-npxid-r325311,2,Lucknow,2025-02-19,various,"2, 3 BHK Apartment",0,9059000.0,Sushant Golf City
https://www.99acres.com/krishna-tower-kanpur-road-lucknow-npxid-r152473,2,Lucknow,2025-02-19,various,"2, 3 BHK Apartment",0,3943000.0,Kanpur Road
https://www.99acres.com/eldeco-trinity-gomti-nagar-extension-lucknow-npxid-r421468,2,Lucknow,2025-02-19,various,"2, 3, 4, 5 BHK Apartment",0,20300000.0,Gomti Nagar Extension
https://www.99acres.com/shalimar-one-world-21-gomti-nagar-extension-lucknow-npxid-r429111,3,Lucknow,2025-02-19,various,3 BHK Apartment,0,23500000.0,Gomti Nagar Extension
https://www.99acres.com/green-park-city-sultanpur-road-lucknow-npxid-r401774,0,Lucknow,2025-02-19,various,Land,0,750000.0,Sultanpur Road
https://www.99acres.com/oro-constella-sushant-golf-city-lucknow-npxid-r409651,3,Lucknow,2025-02-19,various,"3, 4, 5 BHK Apartment",0,14900000.0,Sushant Golf City
https://www.99acres.com/shalimar-one-world-pinnacle-gomti-nagar-extension-lucknow-npxid-r423230,4,Lucknow,2025-02-19,various,"4, 5 BHK Apartment",0,45900000.0,Gomti Nagar Extension
https://www.99acres.com/jashn-elevate-sushant-golf-city-lucknow-npxid-r427388,2,Lucknow,2025-02-19,various,"2, 3 BHK Apartment",0,15800000.0,Sushant Golf City
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vinoth-viraj-maduravoyal-chennai-west-928-sq-ft-to-991-sq-ft-npspid-Q80337163,2,Chennai,2025-02-19,928-991 sqft,2 BHK Flat,2,8445000.0,Maduravoyal
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-udhayam-saimugil-chitlapakkam-chennai-south-1647-sq-ft-npspid-P79116647,3,Chennai,2025-02-19,1647 sqft,3 BHK Flat,3,12500000.0,Chitlapakkam
https://www.99acres.com/rajparis-diamond-mogappair-west-chennai-north-npxid-r409851,3,Chennai,2025-02-19,1208-1390 sqft,3 BHK Apartment,3,12000000.0,Mogappair West
https://www.99acres.com/divyasree-hub6-thiruporur-chennai-south-npxid-r12874,0,Chennai,2025-02-19,1200-3000 sqft,Land,0,4080000.0,Thiruporur
https://www.99acres.com/brigade-altius-sholinganallur-chennai-south-npxid-r438256,3,Chennai,2025-02-19,1101-3265 sqft,"3, 4 BHK Apartment",3,19200000.0,Sholinganallur
https://www.99acres.com/marvellous-t-nagar-chennai-south-npxid-r398941,3,Chennai,2025-02-19,1654-3091 sqft,"3, 4 BHK Apartment",3,34000000.0,T Nagar
https://www.99acres.com/urban-pearl-county-pattabiram-chennai-north-npxid-r373276,0,Chennai,2025-02-19,794-1510 sqft,Land,0,1984000.0,Pattabiram
https://www.99acres.com/kg-kingdom-of-joy-sriperumbudur-chennai-west-npxid-r438496,0,Chennai,2025-02-19,630-4000 sqft,Land,0,1260000.0,Sriperumbudur
https://www.99acres.com/ashiana-swarang-ecr-chennai-south-npxid-r439006,1,Chennai,2025-02-19,912-1462 sqft,"1, 2, 3 BHK Apartment",1,8460000.0,ECR
https://www.99acres.com/ashiana-vatsalya-mahindra-city-chennai-south-npxid-r439005,1,Chennai,2025-02-19,891-1530 sqft,"1, 2, 3 BHK Apartment",1,7090000.0,Mahindra City
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-santacruz-west-western-mumbai-1459-sq-ft-r1-spid-C78553579,3,Mumbai,2025-02-19,1459 sqft,Flat,4,73000000.0,Santacruz West
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-lodha-casa-rio-dombivli-east-dombivli-east-mumbai-beyond-thane-686-sq-ft-r1-spid-A77236477,2,Thane,2025-02-19,686 sqft,Flat,2,5000000.0,Dombivli East
https://www.99acres.com/godrej-horizon-wadala-south-mumbai-npxid-r389975,2,Mumbai,2025-02-19,627 - 1476.92 sqft,Apartment,2,29900000.0,Wadala
https://www.99acres.com/l-and-t-island-cove-mahim-west-south-mumbai-npxid-r394731,2,Mumbai,2025-02-19,694.81 - 1219.77 sqft,Apartment,2,29100000.0,Mahim West
https://www.99acres.com/lodha-divino-matunga-south-mumbai-npxid-r404243,2,Mumbai,2025-02-19,713.97 - 1727 sqft,Apartment,2,29800000.0,Matunga
https://www.99acres.com/lodha-the-park-worli-south-mumbai-npxid-r13344,2,Mumbai,2025-02-19,839 - 2254 sqft,Apartment,2,48000000.0,Worli
https://www.99acres.com/l-and-t-the-gateway-sewri-south-mumbai-npxid-r423314,3,Mumbai,2025-02-19,1133.34 - 2251 sqft,Apartment,2,44700000.0,Sewri
https://www.99acres.com/lodha-new-cuffe-parade-wadala-south-mumbai-npxid-r1354,1,Mumbai,2025-02-19,350.69 - 2747 sqft,Apartment,1,14400000.0,Wadala
https://www.99acres.com/rustomjee-crown-prabhadevi-south-mumbai-npxid-r725,3,Mumbai,2025-02-19,1334.74 - 3088 sqft,Apartment,2,95400000.0,Prabhadevi
https://www.99acres.com/piramal-mahalaxmi-mahalaxmi-south-mumbai-npxid-r303861,2,Mumbai,2025-02-19,713.8 - 1850 sqft,Apartment,2,45700000.0,Mahalaxmi
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-paschim-vihar-west-delhi-1350-sq-ft-r4-spid-F74144417,3,Delhi,2025-02-19,1350 sqft,Independent Builder Floor,3,25500000.0,Paschim Vihar
https://www.99acres.com/3-bhk-bedroom-independent-builder-floor-for-sale-in-surajmal-vihar-east-delhi-1800-sq-ft-spid-W78462503,3,Delhi,2025-02-19,1800 sqft,Independent Builder Floor,2,26500000.0,Surajmal Vihar
https://www.99acres.com/sky-high-luxury-homes-sector-8-dwarka-delhi-npxid-r348181,2,Delhi,2025-02-19,Not specified,Independent Floor,2,8500000.0,Sector 8 Dwarka
https://www.99acres.com/bhardwaj-builder-floors-model-town-north-delhi-npxid-r376612,3,Delhi,2025-02-19,Not specified,Independent Floor,3,0.0,Model Town
https://www.99acres.com/dlf-capital-greens-1-and-2-moti-nagar-west-delhi-npxid-r473,2,Delhi,2025-02-19,Not specified,Apartment,2,21000000.0,Moti Nagar
https://www.99acres.com/unity-group-the-amaryllis-karol-bagh-central-delhi-npxid-r217503,2,Delhi,2025-02-19,Not specified,Apartment,2,22500000.0,Karol Bagh
https://www.99acres.com/3baan-farms-chattarpur-south-delhi-npxid-r436830,4,Delhi,2025-02-19,Not specified,Villa,4,90000000.0,Chattarpur
https://www.99acres.com/pradeep-luxury-builders-floor-anand-vihar-east-delhi-npxid-r435515,2,Delhi,2025-02-19,Not specified,Independent Floor,2,13000000.0,Anand Vihar
https://www.99acres.com/chandok-apartments-and-floors-janakpuri-west-delhi-npxid-r437221,2,Delhi,2025-02-19,Not specified,Apartment,2,11000000.0,Janakpuri
https://www.99acres.com/luxury-floors-by-omdev-homes-greater-kailash-2-south-delhi-npxid-r436246,3,Delhi,2025-02-19,Not specified,Independent Floor,3,50000000.0,Greater Kailash 2
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahimas-palm-springs-tonk-road-jaipur-1705-sq-ft-to-2127-sq-ft-npspid-F79764097,3,Jaipur,2025-02-19,1705-2127 sqft,3 BHK Flat,2,9378000.0,Tonk Road
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-richwell-empress-mansarovar-jaipur-1741-sq-ft-to-2194-sq-ft-npspid-T80075881,3,Jaipur,2025-02-19,1741-2194 sqft,3 BHK Flat,2,12200000.0,Mansarovar
https://www.99acres.com/vardhman-empress-mansarovar-jaipur-npxid-r435628,3,Jaipur,2025-02-19,1741-5060 sqft,"3, 4, 5 BHK Apartment",2,12200000.0,Mansarovar
https://www.99acres.com/viaans-radiant-vaishali-nagar-extension-jaipur-npxid-r438325,2,Jaipur,2025-02-19,1069.26-1551.92 sqft,"2, 3 BHK Apartment",2,5132000.0,Vaishali Nagar Extension
https://www.99acres.com/the-altitude-jagatpura-jaipur-npxid-r438439,3,Jaipur,2025-02-19,2120-2900 sqft,"3, 4 BHK Apartment",2,12300000.0,Jagatpura
https://www.99acres.com/balaji-green-park-vaishali-nagar-jaipur-npxid-r434249,2,Jaipur,2025-02-19,833.98-1583.45 sqft,"2, 3 BHK Apartment",2,4200000.0,Vaishali Nagar
https://www.99acres.com/mahal-niwas-jagatpura-jaipur-npxid-r430517,3,Jaipur,2025-02-19,1392.31-1566 sqft,3 BHK Apartment,2,5846000.0,Jagatpura
https://www.99acres.com/trimurty-divinity-c-scheme-jaipur-npxid-r380493,3,Jaipur,2025-02-19,1927.91-2737.18 sqft,"3, 4 BHK Apartment",2,28900000.0,C Scheme
https://www.99acres.com/askg-pinnacle-place-mansarovar-jaipur-npxid-r438214,3,Jaipur,2025-02-19,1344-1456 sqft,3 BHK Apartment,2,6182000.0,Mansarovar
https://www.99acres.com/shivam-majestic-jagatpura-jaipur-npxid-r407878,3,Jaipur,2025-02-19,1445.36-1932.63 sqft,"3, 4 BHK Apartment",2,7225000.0,Jagatpura
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-tropical-isle-sector-146-noida-1925-sq-ft-r3-spid-V76331591,3,Noida,2025-02-19,1925 sqft,3 BHK Flat,3,29800000.0,Sector 146
https://www.99acres.com/residential-land-plot-for-sale-in-g-block-sector-44-noida-717-sq-yard-r13-spid-M61426252,0,Noida,2025-02-19,6458 sqft,Residential land / Plot,0,270000000.0,Block G Sector 44
https://www.99acres.com/ivory-county-sector-115-noida-npxid-r400436,3,Noida,2025-02-19,Varies,"3, 4, 5 BHK Apartment",0,29500000.0,Sector 115
https://www.99acres.com/godrej-riverine-sector-44-noida-npxid-r431964,3,Noida,2025-02-19,Varies,"3, 4 BHK Apartment",0,73000000.0,Sector 44
https://www.99acres.com/ats-picturesque-reprieves-sector-152-noida-npxid-r269397,3,Noida,2025-02-19,Varies,"3, 4 BHK Apartment",0,25900000.0,Sector 152
https://www.99acres.com/godrej-woods-sector-43-noida-npxid-r374312,2,Noida,2025-02-19,Varies,"2, 3, 4, 5 BHK Apartment",0,18000000.0,Sector 43
https://www.99acres.com/ivy-county-sector-75-noida-npxid-r341813,3,Noida,2025-02-19,Varies,"3, 4 BHK Apartment",0,26500000.0,Sector 75
https://www.99acres.com/experion-elements-sector-45-noida-npxid-r414339,3,Noida,2025-02-19,Varies,"3, 4 BHK Apartment",0,59500000.0,Sector 45
https://www.99acres.com/aba-cleo-county-sector-121-noida-npxid-r2274,3,Noida,2025-02-19,Varies,"3, 4 BHK Apartment",0,23000000.0,sector 121
https://www.99acres.com/m3m-the-cullinan-sector-94-noida-npxid-r410631,3,Noida,2025-02-19,Varies,"3, 4, 5 BHK Apartment",0,81700000.0,Sector 94
https://www.99acres.com/residential-land-plot-for-sale-in-bihta-patna-133-sq-yard-r4-spid-K71904360,0,Patna,2025-02-19,1200 sqft,Residential land / Plot,0,1558000.0,Bihta
https://www.99acres.com/residential-land-plot-for-sale-in-sonepur-patna-267-sq-yard-spid-G79871327,0,Patna,2025-02-19,2400 sqft,Residential land / Plot,0,5520000.0,Sonepur
https://www.99acres.com/residential-land-plot-for-sale-in-jeoni-mandi-agra-11000-sq-yard-r1-spid-R76308881,0,Agra,2w ago,99000 sqft,Residential land / Plot,0,600000000.0,Jeoni Mandi
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-civil-lines-agra-3753-sq-ft-r1-spid-H64272968,5,Agra,3w ago,3753 sqft,5 Bedroom House,2,41700000.0,Civil Lines
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shanker-greens-taj-nagari-agra-1883-sq-ft-spid-A78746085,3,Agra,2mo ago,1883 sqft,3 BHK Flat,3,11000000.0,Taj Nagari
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shastripuram-agra-968-sq-ft-r1-spid-A76332025,2,Agra,2mo ago,968 sqft,2 BHK Flat,2,5200000.0,Shastripuram
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eminent-emerald-residency-dayal-bagh-agra-1705-sq-ft-r4-spid-J65913662,3,Agra,2mo ago,1705 sqft,3 BHK Flat,3,8200000.0,Dayal Bagh
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-maharishi-puram-colony-agra-894-sq-ft-spid-T79980809,2,Agra,1mo ago,894 sqft,2 BHK Flat,2,4000000.0,Maharishi Puram Colony
https://www.99acres.com/3-bhk-bedroom-independent-house-villa-for-sale-in-dayal-bagh-agra-2367-sq-ft-spid-D79087041,3,Agra,2mo ago,2367 sqft,3 Bedroom House,3,31500000.0,Dayal Bagh
https://www.99acres.com/residential-land-plot-for-sale-in-shastripuram-agra-358-sq-yard-spid-Z78224673,0,Agra,3mo ago,3229 sqft,Residential land / Plot,0,25000000.0,Shastripuram
https://www.99acres.com/residential-land-plot-for-sale-in-dayal-bagh-agra-1333-sq-yard-spid-E80071237,0,Agra,1w ago,11997 sqft,Residential land / Plot,0,27000000.0,Dayal Bagh
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-nalanda-town-shamshabad-road-agra-1250-sq-ft-spid-O78357211,4,Agra,3mo ago,1250 sqft,4 Bedroom House,3,5200000.0,Shamshabad Road
https://www.99acres.com/residential-land-plot-for-sale-in-dakamarri-visakhapatnam-400-sq-yard-spid-D79154929,0,Visakhapatnam,2025-02-19T04:38:35.432Z,3600 sqft,Residential land / Plot,0,12000000.0,Dakamarri
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kommadi-visakhapatnam-2403-sq-ft-r1-spid-B76462667,4,Visakhapatnam,2025-02-19T04:38:35.432Z,2403 sqft,4 Bedroom House,4,19500000.0,Kommadi
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-maddilapalem-visakhapatnam-2800-sq-ft-spid-Y79147007,4,Visakhapatnam,2025-02-19T04:38:35.432Z,2800 sqft,4 Bedroom House,1,12000000.0,Maddilapalem
https://www.99acres.com/residential-land-plot-for-sale-in-anandapuram-visakhapatnam-400-sq-yard-spid-X79146491,0,Visakhapatnam,2025-02-19T04:38:35.432Z,3600 sqft,Residential land / Plot,0,11000000.0,Anandapuram
https://www.99acres.com/residential-land-plot-for-sale-in-narsipatnam-visakhapatnam-1258-sq-yard-spid-O79144285,0,Visakhapatnam,2025-02-19T04:38:35.432Z,11325 sqft,Residential land / Plot,0,10000000.0,Narsipatnam
https://www.99acres.com/residential-land-plot-for-sale-in-sattenapalle-guntur-6534-sq-yard-spid-V79143043,0,Guntur,2025-02-19T04:38:35.432Z,58806 sqft,Residential land / Plot,0,10000000.0,Sattenapalle
https://www.99acres.com/5-bhk-bedroom-independent-builder-floor-for-sale-in-rtc-colony-kakinada-3000-sq-ft-spid-G79138381,5,Kakinada,2025-02-19T04:38:35.432Z,3000 sqft,5 BHK Independent Builder Floor,5,12500000.0,RTC colony
https://www.99acres.com/residential-land-plot-for-sale-in-vizianagaram-800-sq-yard-spid-W79131335,0,Vizianagaram,2025-02-19T04:38:35.432Z,7200 sqft,Residential land / Plot,0,16000000.0,Modavalasa
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sector-9-mvp-colony-visakhapatnam-4500-sq-ft-spid-Q79125923,2,Visakhapatnam,2025-02-19T04:38:35.432Z,4500 sqft,2 Bedroom House,2,20000000.0,Sector 9 MVP Colony
https://www.99acres.com/7-bhk-bedroom-independent-house-villa-for-sale-in-tandur-vikarabad-4338-sq-ft-spid-G79120191,7,Vikarabad,2025-02-19T04:38:35.432Z,4338 sqft,7 Bedroom House,7,20000000.0,Tandur
https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sb-city-by-sb-ventures-thimmapuram-kakinada-3900-sq-ft-spid-M79907219,4,Kakinada,2025-02-19T04:38:34.048Z,3900 sqft,Flat,3,30000000.0,Thimmapuram
https://www.99acres.com/12-bhk-bedroom-independent-house-villa-for-sale-in-pallamraju-nagar-kakinada-8500-sq-ft-spid-S79358009,12,Kakinada,2025-02-19T04:38:34.048Z,8500 sqft,House,12,42000000.0,Pallamraju Nagar
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-sarpavaram-kakinada-2430-sq-ft-r2-spid-E73411155,5,Kakinada,2025-02-19T04:38:34.048Z,2430 sqft,House,4,33000000.0,Sarpavaram
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-cheediga-kakinada-1980-sq-ft-spid-B78290771,2,Kakinada,2025-02-19T04:38:34.048Z,1980 sqft,Flat,2,30000000.0,Cheediga
https://www.99acres.com/residential-land-plot-for-sale-in-narasanna-nagar-kakinada-496-sq-yard-spid-S79146237,0,Kakinada,2025-02-19T04:38:34.048Z,4464 sqft,Land,0,32500000.0,Narasanna Nagar
https://www.99acres.com/10-bhk-bedroom-independent-house-villa-for-sale-in-sarpavaram-kakinada-484-sq-ft-spid-F78756201,10,Kakinada,2025-02-19T04:38:34.048Z,484 sqft,House,6,33900000.0,Sarpavaram
https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-kakinada-2655-sq-ft-spid-G79250079,4,Kakinada,2025-02-19T04:38:34.048Z,2655 sqft,House,5,25000000.0,"SBI Staff Colony, Srinivasa Nagar"
https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ashok-nagar-kakinada-1800-sq-ft-r1-spid-U74770179,2,Kakinada,2025-02-19T04:38:34.048Z,1800 sqft,House,3,25000000.0,Ashok Nagar
https://www.99acres.com/5-bhk-bedroom-independent-house-villa-for-sale-in-ramanayapeta-kakinada-3150-sq-ft-spid-X80181911,5,Kakinada,2025-02-19T04:38:34.048Z,3150 sqft,House,5,25000000.0,Ramanayapeta
https://www.99acres.com/residential-land-plot-for-sale-in-chitrada-kakinada-5179-sq-yard-spid-V79225539,0,Kakinada,2025-02-19T04:38:34.048Z,46609 sqft,Land,0,25000000.0,Chitrada
https://www.99acres.com/residential-land-plot-for-sale-in-gajuwaka-visakhapatnam-302-sq-yard-spid-I78221397,0,Visakhapatnam,3mo ago,2718 sqft,Residential land / Plot,0,30000000.0,Gajuwaka
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kancharapalem-visakhapatnam-1380-sq-ft-r1-spid-U73988533,3,Visakhapatnam,3mo ago,1380 sqft,3 BHK Flat,2,7000000.0,Kancharapalem
https://www.99acres.com/residential-land-plot-for-sale-in-anakapalle-visakhapatnam-10503-sq-yard-spid-I78216765,0,Visakhapatnam,3mo ago,94525 sqft,Residential land / Plot,0,15100000.0,Anakapalle
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-group-apartment-madhurawada-visakhapatnam-980-sq-ft-spid-T78214855,2,Visakhapatnam,3mo ago,980 sqft,2 BHK Flat,2,4500000.0,Madhurawada
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pedagantyada-visakhapatnam-920-sq-ft-spid-R78212059,2,Visakhapatnam,3mo ago,920 sqft,2 BHK Flat,2,4500000.0,Pedagantyada
https://www.99acres.com/residential-land-plot-for-sale-in-bhogapuram-visakhapatnam-167-sq-yard-spid-T78209499,0,Visakhapatnam,3mo ago,1503 sqft,Residential land / Plot,0,3000000.0,Bhogapuram
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mvv-city-madhurawada-visakhapatnam-1500-sq-ft-spid-V78208957,3,Visakhapatnam,3mo ago,1500 sqft,3 BHK Flat,2,12500000.0,Madhurawada
https://www.99acres.com/2-bhk-bedroom-serviced-apartment-flat-for-sale-in-hema-abodes-twin-bliss-muralinagar-visakhapatnam-1200-sq-ft-spid-I78202793,2,Visakhapatnam,3mo ago,1200 sqft,2 BHK Serviced Apartment,2,8500000.0,Muralinagar
https://www.99acres.com/other-residential-property-for-sale-in-narsipatnam-visakhapatnam-740527-sq-ft-spid-O78202453,0,Visakhapatnam,3mo ago,740520 sqft,Residential property,0,40000000.0,Narsipatnam
https://www.99acres.com/residential-land-plot-for-sale-in-visakhapatnam-160-sq-yard-spid-X78202271,0,Visakhapatnam,3mo ago,1440 sqft,Residential land / Plot,0,5500000.0,balacheruvu road
https://www.99acres.com/property-rates-and-price-trends-in-sector-92-noida-prffid,2,Noida,2025-02-19,sq.ft,Apartment,2,17400.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-144-noida-prffid,3,Noida,2025-02-19,sq.ft,Apartment,2,13500.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-75-noida-prffid,3,Noida,2025-02-19,sq.ft,Apartment,2,13400.0,Central Noida
https://www.99acres.com/property-rates-and-price-trends-in-sector-151-noida-prffid,2,Noida,2025-02-19,sq.ft,Apartment,2,7250.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-143b-noida-prffid,2,Noida,2025-02-19,sq.ft,Apartment,2,12500.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-107-noida-prffid,3,Noida,2025-02-19,sq.ft,Apartment,2,14800.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-79-noida-prffid,3,Noida,2025-02-19,sq.ft,Apartment,2,13250.0,Central Noida
https://www.99acres.com/property-rates-and-price-trends-in-sector-133-noida-prffid,2,Noida,2025-02-19,sq.ft,Apartment,2,8250.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-152-noida-prffid,2,Noida,2025-02-19,sq.ft,Apartment,2,11250.0,Noida Greater Noida Expressway
https://www.99acres.com/property-rates-and-price-trends-in-sector-108-noida-prffid,3,Noida,2025-02-19,sq.ft,Apartment,2,15200.0,Noida Greater Noida Expressway
https://www.99acres.com/residential-land-plot-for-sale-in-mominpet-hyderabad-240-sq-yard-spid-H79682279,0,Hyderabad,2025-01-19,2160 sqft,Residential land / Plot,0,2000000.0,Mominpet
https://www.99acres.com/residential-land-plot-for-sale-in-kothur-hyderabad-233-sq-yard-spid-N79160347,0,Hyderabad,2025-01-19,2095 sqft,Residential land / Plot,0,3726000.0,Kothur
https://www.99acres.com/residential-land-plot-for-sale-in-nadargul-hyderabad-150-sq-yard-r5-spid-X71362954,0,Hyderabad,2025-01-19,1350 sqft,Residential land / Plot,0,5400000.0,Nadargul
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-anantula-sai-ashirvad-nagole-hyderabad-1795-sq-ft-spid-M78519325,3,Hyderabad,2025-01-19,1795 sqft,3 BHK Flat,3,10500000.0,Nagole
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bscpl-bollineni-bion-kondapur-hyderabad-1965-sq-ft-spid-Z80157247,3,Hyderabad,2025-01-19,1965 sqft,3 BHK Flat,4,25300000.0,Kondapur
https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bscpl-bollineni-bion-kondapur-hyderabad-1290-sq-ft-spid-Y80036359,2,Hyderabad,2025-01-19,1290 sqft,2 BHK Flat,2,16000000.0,Kondapur
https://www.99acres.com/residential-land-plot-for-sale-in-tellapur-hyderabad-420-sq-yard-spid-Y79542783,0,Hyderabad,2025-01-19,3780 sqft,Residential land / Plot,0,58000000.0,Tellapur
https://www.99acres.com/residential-land-plot-for-sale-in-bangalore-highway-hyderabad-200-sq-yard-spid-K79368821,0,Hyderabad,2025-01-19,1800 sqft,Residential land / Plot,0,5200000.0,Bangalore Highway
https://www.99acres.com/residential-land-plot-for-sale-in-bhashyam-rrr-county-shankarpally-hyderabad-185-sq-yard-spid-D79776527,0,Hyderabad,2025-01-19,1665 sqft,Residential land / Plot,0,2960000.0,Shankarpally
https://www.99acres.com/residential-land-plot-for-sale-in-nallagandla-hyderabad-430-sq-yard-spid-H79543277,0,Hyderabad,2025-01-19,3870 sqft,Residential land / Plot,0,56000000.0,Nallagandla
https://www.99acres.com/adityaram-nagar-5-ecr-chennai-south-npxid-r1383,0,Chennai,2025-02-19,2400 - 4800 sq.ft.,Land,0,19000000.0,ECR
https://www.99acres.com/minerva-sai-darshan-perumbakkam-chennai-south-npxid-r436802,2,Chennai,2025-02-19,1165 sq.ft.,2 BHK Apartment,0,7514000.0,Perumbakkam
https://www.99acres.com/hiranandani-loftline-thaiyur-chennai-south-npxid-r27142,0,Chennai,2025-02-19,1200 - 2000 sq.ft.,Land,0,4230000.0,Thaiyur
https://www.99acres.com/dlf-parc-estate-siruseri-chennai-south-npxid-r385441,0,Chennai,2025-02-19,0 sq.ft.,Land,0,7600000.0,Siruseri
https://www.99acres.com/isha-shubham-new-perungalathur-chennai-south-npxid-r402129,2,Chennai,2025-02-19,1163 - 1305 sq.ft.,"2, 3 BHK Apartment",0,6513000.0,New perungalathur
https://www.99acres.com/elite-akash-garden-kandigai-chennai-south-npxid-r378854,0,Chennai,2025-02-19,801 - 1979 sq.ft.,Land,0,2723000.0,Kandigai
https://www.99acres.com/vgn-grandeur-iyyappanthangal-chennai-west-npxid-r427423,0,Chennai,2025-02-19,497 - 3601 sq.ft.,Land,0,4062000.0,Iyyappanthangal
https://www.99acres.com/dra-infinique-valasaravakkam-chennai-west-npxid-r419925,3,Chennai,2025-02-19,1172 - 1386 sq.ft.,"3, 4 BHK Apartment",0,21200000.0,Valasaravakkam
https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-perungudi-chennai-south-1723-sq-ft-spid-R79451893,3,Chennai,2025-02-19,1723 sq.ft.,3 BHK Flat,3,20700000.0,Perungudi
https://www.99acres.com/residential-land-plot-for-sale-in-dharani-square-maraimalai-nagar-chennai-south-187-sq-yard-r2-spid-X74990473,0,Chennai,2025-02-19,1680 sq.ft.,Residential land / Plot,0,4800000.0,"Maraimalai Nagar, GST Road"
https://www.99acres.com/residential-land-plot-for-sale-in-chirle-navi-mumbai-121-sq-yard-spid-S80043461,0,Navi Mumbai,2025-02-19,1089 sqft,Residential land / Plot,0,5.15,Chirle
https://www.99acres.com/residential-land-plot-for-sale-in-panvel-navi-mumbai-121-sq-yard-spid-Y80121649,0,Navi Mumbai,2025-02-19,1089 sqft,Residential land / Plot,0,9.0,Panvel
https://www.99acres.com/1-bhk-bedroom-independent-house-villa-for-sale-in-nalanda-nagar-central-mumbai-suburbs-300-sq-ft-r2-spid-Y61567464,1,Mumbai,2025-02-19,300 sqft,1 Bedroom House,1,15.0,Nalanda Nagar
https://www.99acres.com/1-bhk-bedroom-independent-builder-floor-for-sale-in-south-mumbai-400-sq-ft-spid-Q79837329,1,Mumbai,2025-02-19,400 sqft,1 BHK Independent Builder Floor,1,15.0,Badlapur Vangani
